ts	imei	mwra	p.android.gm	p.android.externalstorage	p.android.chrome	p.system	p.android.settings	p.android.packageinstaller	p.android.documentsui	p.google	p.notifier	p.olauncher	p.android.defcontainer	p.android.vending	p.process.gapps	p.simulator	p.dogalize	p.android.gms	p.browser.provider	p.gms.persistent	p.katana	p.inputmethod.latin
2018-05-05 10:14:00	8630330696303481743	1.00000	8.49392	13.80850	11.15452	8.90480	11.10949	9.49583	12.21021	0.00575	61.26153	36.82355	64.66551	90.94207	68.49047	51.85166	90.75417	66.72359	73.29298	69.83699	31.26929	4.62186
2018-05-05 10:15:00	863033069630348081	1.00000	7.49181	10.89959	14.55051	8.70856	14.43429	9.80632	11.06008	0.00035	52.51123	43.48098	71.97074	38.61695	79.15418	84.67378	29.05019	41.16454	42.14712	86.56026	75.66814	20.56711
2018-05-05 10:16:00	863033069630348453	0.00000	10.77359	12.75316	10.72109	13.98647	10.01982	13.17807	11.19489	0.00013	70.51602	57.74296	43.00117	32.80063	38.97772	68.43383	76.08100	33.15799	67.23804	85.81649	79.02601	30.78433
2018-05-05 10:17:00	3590433799317661917	0.00000	10.03932	16.16277	12.78629	13.17211	14.42098	10.25400	14.02774	0.01040	42.66669	45.16887	60.24928	39.86102	17.67658	76.10578	8.86326	57.57291	3.92727	79.54030	35.78805	77.99630
2018-05-05 10:18:00	8630330696303481289	1.00000	11.42690	14.51175	8.69704	12.09529	10.49992	9.90187	13.27314	0.00105	60.75885	43.39000	68.03981	81.08130	63.71333	17.82365	62.32403	98.78378	71.25624	44.66168	55.51233	81.89738
2018-05-05 10:19:00	3590433799317661081	1.00000	12.37007	11.83735	14.18306	10.15737	12.26271	5.69879	10.61341	0.00007	53.10860	45.90866	63.10596	90.32724	3.18076	41.14543	2.31453	58.07851	47.47197	24.71522	84.17572	68.55672
2018-05-05 10:20:00	8630330696303481008	0.00000	8.80705	13.30202	16.33678	12.54451	14.07957	13.13197	11.05471	0.01233	46.48404	45.48917	52.90372	91.83888	20.64752	39.83073	58.64487	14.25101	24.81364	9.96872	9.39277	70.91338
2018-05-05 10:21:00	359043379931766718	1.00000	8.13269	12.28771	9.01123	11.71588	11.00930	6.98027	9.18263	0.00546	56.24544	33.42097	45.75177	4.52222	63.29115	39.08635	10.89070	17.40955	5.28260	21.23618	8.32362	24.81721
2018-05-05 10:22:00	863033069630348107	1.00000	12.51972	12.13553	12.67548	10.48595	9.70779	9.80752	13.49039	0.00009	31.97724	46.74141	47.92406	34.56913	76.53336	63.11210	70.43575	35.23631	87.38499	19.12042	12.90069	91.28307
2018-05-05 10:23:00	8630330696303482006	1.00000	10.46596	16.37473	5.39876	9.41052	12.27951	13.20365	14.64113	0.05034	44.90854	54.42549	39.55452	81.05234	66.05466	34.17836	31.68346	92.38716	83.58085	8.13904	28.06648	42.58558
2018-05-05 10:24:00	3590433799317661388	1.00000	11.18817	16.00057	11.08107	11.90313	10.80510	10.95754	15.07527	0.00020	46.19463	56.15357	42.69864	98.68212	15.71478	41.09660	77.50836	66.20036	11.75629	35.33823	85.90843	92.85037
2018-05-05 10:25:00	863033069630348347	1.00000	9.23862	13.06642	10.31676	6.94909	12.88912	9.40026	12.37006	0.23395	68.56683	41.76332	65.37126	47.71756	55.28503	6.33237	96.67419	67.64595	47.66443	71.73349	25.65171	65.48834
2018-05-05 10:26:00	8630330696303482485	0.00000	10.95813	11.17454	10.27955	14.36955	12.51110	13.07196	11.09257	0.00006	33.86801	36.51441	49.58224	50.24340	78.67047	4.49671	7.82578	81.19909	77.88680	53.20495	91.34016	77.11998
2018-05-05 10:27:00	8630330696303481206	1.00000	8.46758	15.81175	8.78880	8.89651	14.97789	10.11867	15.94116	0.01975	48.36334	49.24774	42.68483	12.12234	25.85669	78.94387	93.31206	71.84019	3.82268	18.39404	0.54012	52.83183
2018-05-05 10:28:00	8630330696303482139	1.00000	9.59653	13.48152	6.12118	10.42593	10.36853	9.81815	11.39388	0.01810	49.34259	35.25645	64.45417	6.59253	15.62781	33.57287	61.57700	74.50797	36.94942	66.75400	71.58026	29.89950
2018-05-05 10:29:00	3590433799317661792	1.00000	5.99329	9.33680	7.81557	9.52242	15.59646	10.00809	13.20123	0.02549	62.46170	35.04503	72.95555	26.45599	38.23952	85.11574	8.87210	14.35705	77.90594	81.39620	44.14405	70.10300
2018-05-05 10:30:00	359043379931766478	1.00000	9.95503	9.53348	14.13565	7.78222	11.88460	9.09466	7.83205	0.20980	38.67538	28.70852	46.99563	95.71400	51.19482	52.98213	0.88635	67.75651	57.60345	86.50582	71.03358	47.98622
2018-05-05 10:31:00	8630330696303481354	1.00000	11.02375	6.05614	9.60995	9.59817	8.76430	8.37712	12.45067	0.00587	59.86486	43.81447	70.99894	39.75125	41.96669	75.21112	83.36463	64.05687	94.36157	57.05295	67.39732	88.60322
2018-05-05 10:32:00	3590433799317661990	1.00000	13.54337	9.26568	15.38838	7.89447	9.92563	10.19557	8.60742	0.00074	65.96783	35.02589	58.09190	47.91355	14.25036	53.69380	39.16924	59.95138	10.09909	36.30188	17.06472	34.98998
2018-05-05 10:33:00	8630330696303481933	1.00000	13.35472	8.48202	13.98303	8.25229	10.43457	11.38126	13.87079	0.00059	46.66284	31.67098	59.36350	64.76210	94.87039	80.16366	14.53932	99.23967	23.83278	75.66614	62.93665	71.79095
2018-05-05 10:34:00	3590433799317661354	1.00000	17.12182	6.53547	13.79998	7.50558	6.92010	11.50249	17.94535	0.00014	41.65646	42.46224	45.71872	98.66947	46.42694	74.33366	68.85088	58.62632	29.88308	38.18371	90.72829	76.68282
2018-05-05 10:35:00	359043379931766460	1.00000	8.85591	14.97383	9.27282	11.27596	10.88391	9.75628	11.11952	0.00406	65.56468	47.36718	50.16692	39.29383	89.06639	34.00469	17.92100	13.37650	23.90235	38.98864	46.42248	10.08543
2018-05-05 10:36:00	359043379931766536	0.00000	8.61908	11.16739	14.99927	6.78703	13.68233	11.82986	12.39300	0.00059	30.83912	53.38733	46.51262	5.20871	37.03634	98.87295	56.07027	53.07579	7.12481	8.03004	77.45739	25.95547
2018-05-05 10:37:00	359043379931766262	0.00000	8.34940	13.51447	10.17159	15.31129	11.58668	10.76408	11.39836	0.00170	48.39993	44.73417	68.66933	35.01822	33.71430	75.96315	57.05446	59.46268	53.41557	21.46220	83.51914	48.92708
2018-05-05 10:38:00	863033069630348719	1.00000	9.30482	9.31565	8.92118	10.44302	12.05596	7.39589	12.05716	0.00188	48.71090	62.29690	45.47856	81.82064	30.98262	26.62308	99.85466	78.96906	81.36098	63.48424	4.59334	74.50024
2018-05-05 10:39:00	3590433799317662485	1.00000	9.56295	11.98201	11.16399	10.75938	7.60705	11.34868	11.74111	0.00008	60.41626	60.58099	67.42414	29.08626	84.71754	69.35933	46.92549	81.25663	25.11290	64.23939	37.66545	22.08936
2018-05-05 10:40:00	359043379931766965	1.00000	13.93101	10.20973	14.06542	10.17585	7.54266	8.94362	13.78791	0.00006	43.72276	39.44018	52.33904	63.29940	40.67160	75.50879	32.66078	82.52104	8.15807	37.25537	3.83133	28.40205
2018-05-05 10:41:00	8630330696303481636	1.00000	7.31902	13.30947	6.74929	12.42964	11.18007	11.21356	12.77292	0.03543	54.33293	45.72559	61.52368	65.05843	1.60203	37.12804	82.64169	85.37098	35.14917	34.42273	18.59720	47.88930
2018-05-05 10:42:00	8630330696303482329	0.00000	8.78127	12.41081	11.65493	10.28621	10.84397	15.45786	13.12955	0.06054	49.55562	56.74602	68.14672	88.67526	5.85053	38.64420	97.07148	69.20715	31.30995	48.99242	44.11508	1.89765
2018-05-05 10:43:00	359043379931766981	1.00000	17.98969	6.14196	16.97496	7.87538	9.44645	6.25604	12.43064	0.00019	59.01142	69.03930	47.83184	5.65839	19.36286	56.55141	42.87570	23.11536	51.08952	18.39892	70.95330	27.48066
2018-05-05 10:44:00	8630330696303481362	1.00000	8.18685	13.69536	10.85790	8.09348	13.58244	10.78125	12.89148	0.02076	48.96503	58.70195	32.86820	79.73614	73.82482	89.40402	93.29194	32.68851	29.23213	93.42624	53.37417	68.69554
2018-05-05 10:45:00	359043379931766106	0.00000	5.26174	10.18210	15.94149	14.69217	10.93594	12.58368	11.42562	0.01715	82.43935	65.90535	43.81997	23.09824	82.64796	69.50053	85.00788	27.76681	71.80572	9.44084	20.14326	94.11442
2018-05-05 10:46:00	8630330696303482246	1.00000	14.66940	8.09214	13.15224	7.67464	10.17801	5.48035	11.58516	0.00114	20.83298	51.92972	18.82899	99.15089	66.80532	8.95028	6.58170	46.54331	1.87444	89.79608	71.61142	44.30844
2018-05-05 10:47:00	863033069630348156	1.00000	16.48076	7.19700	15.51057	11.00582	6.38115	8.66519	11.65029	0.00002	71.64267	40.59687	59.25826	23.86440	60.72505	83.94623	27.30337	38.12073	87.98650	75.73968	19.18960	60.46892
2018-05-05 10:48:00	863033069630348321	1.00000	11.61244	9.64423	13.37792	11.28592	10.84249	7.81938	12.93083	0.00023	19.66905	43.56682	27.13218	86.10312	11.13015	38.96808	40.98195	61.74933	28.54574	31.77863	45.83698	3.30316
2018-05-05 10:49:00	8630330696303481008	1.00000	20.10056	6.83450	16.02293	8.17474	5.85008	9.35302	13.76225	0.00008	59.32983	56.49882	43.64887	57.30186	53.92178	71.56813	98.78397	85.74342	17.75488	53.91217	15.92375	33.35324
2018-05-05 10:50:00	359043379931766692	1.00000	13.83477	7.93691	13.19365	8.89506	8.84325	7.65093	13.06348	0.00033	32.57847	34.98373	58.83695	22.49379	34.29912	80.33014	5.09022	84.85119	73.26021	52.40510	81.91083	32.65865
2018-05-05 10:51:00	3590433799317661107	0.00000	10.48226	14.07600	9.33110	9.56026	12.99846	12.60205	16.17244	0.00082	40.98246	52.67718	33.77424	80.46511	41.27016	51.06860	97.39423	78.92863	96.76620	84.14608	53.22840	60.96503
2018-05-05 10:52:00	8630330696303481305	0.00000	9.15486	15.13095	8.79334	7.37136	12.98606	13.24614	14.80893	0.06483	74.65539	39.66603	49.92478	51.41888	74.91247	69.29468	46.03709	52.89002	13.96520	83.74917	80.56280	83.30413
2018-05-05 10:53:00	3590433799317661727	1.00000	13.86069	9.03465	13.65114	8.27883	10.63687	9.05090	12.18958	0.00437	59.91858	22.55973	55.76267	31.81161	89.60657	59.48877	8.27238	72.69844	56.36436	66.15268	28.64235	54.21988
2018-05-05 10:54:00	359043379931766577	0.00000	10.69689	11.16445	8.63730	11.70422	11.35039	11.76474	12.63491	0.00048	46.52179	59.09460	34.46118	37.35852	89.66962	33.87622	69.60129	82.40412	19.89533	62.22525	37.27232	52.96767
2018-05-05 10:55:00	3590433799317661206	1.00000	17.10869	8.66049	16.69249	9.75371	11.23632	4.10404	9.48866	0.00056	38.19669	40.76556	32.22779	97.00862	44.44288	66.17409	96.34137	54.61091	75.11626	50.11294	9.03549	20.99256
2018-05-05 10:56:00	863033069630348073	1.00000	9.88320	8.05704	6.36541	12.36615	13.06249	9.29259	9.74426	0.03463	53.92338	48.70204	58.18904	48.02583	68.09788	30.60562	95.60560	38.56986	6.07669	39.42912	95.52280	67.64791
2018-05-05 10:57:00	359043379931766528	0.00000	8.34296	12.58439	8.75768	13.47023	12.87625	13.01442	12.02764	0.00012	71.68390	47.39892	41.34797	42.97649	27.52808	34.42198	19.04996	78.10138	33.01430	9.28366	92.29772	35.69262
2018-05-05 10:58:00	3590433799317661883	0.00000	8.54280	8.54080	4.88459	19.03015	9.95849	13.06417	7.50279	0.00012	30.49429	48.95087	55.00820	0.56841	98.93764	41.61642	98.81570	29.54855	44.38074	5.96421	70.30450	67.99604
2018-05-05 10:59:00	359043379931766510	0.00000	9.21557	16.04280	10.79330	8.94801	11.09065	15.58012	14.11144	0.09404	63.69926	29.15267	51.13675	24.45323	46.54467	11.51612	59.87591	86.70794	36.89800	21.75712	37.68238	12.36766
2018-05-05 11:00:00	3590433799317662352	0.00000	9.02906	12.63715	13.97079	7.86499	11.92137	13.98289	11.31952	0.00846	48.99236	29.01963	49.58162	91.75047	49.92044	27.36436	82.43208	91.07037	10.64016	95.51394	14.00114	73.52129
2018-05-05 11:01:00	359043379931766239	0.00000	9.34970	9.44888	7.66893	10.49927	14.44426	12.43216	13.96267	0.00030	41.05660	41.77506	50.75258	87.82429	10.54013	12.04944	83.32309	41.29166	0.53730	20.19557	48.04375	30.87069
2018-05-05 11:02:00	3590433799317661925	0.00000	9.79717	13.15602	12.07155	9.78416	14.66510	12.93033	11.29740	0.03598	43.69349	40.19808	64.71618	68.97104	48.82305	23.54775	31.92748	64.47452	57.84476	13.28897	30.86040	37.09965
2018-05-05 11:03:00	3590433799317662188	0.00000	12.99166	7.14248	13.19594	8.90678	8.17491	10.73091	9.06771	0.01146	52.00979	51.92798	52.57349	35.87577	83.28469	92.04201	3.29986	64.60739	60.52326	88.15225	92.66655	29.79915
2018-05-05 11:04:00	8630330696303482071	1.00000	15.74655	7.75918	14.12430	9.84744	8.99228	9.93704	10.39083	0.00093	75.25902	46.54185	42.67985	66.28091	44.67174	19.88454	58.33131	40.40349	64.67514	30.06465	96.17278	57.33649
2018-05-05 11:05:00	863033069630348057	1.00000	8.00795	13.37517	10.86550	6.02437	10.96785	9.98814	8.45240	0.05152	61.33501	27.29223	30.75372	66.48207	73.27584	19.66798	10.27069	23.39625	10.09031	32.84379	59.70863	88.58453
2018-05-05 11:06:00	3590433799317661388	1.00000	12.09436	10.17471	14.01431	7.73808	10.97902	8.24550	9.52675	0.00382	36.26235	55.27946	55.13828	68.06989	93.95527	50.82690	59.50390	83.56124	73.74983	5.50892	42.41705	16.71083
2018-05-05 11:07:00	3590433799317661552	1.00000	7.70734	11.38596	11.36729	8.47533	11.58284	8.86888	14.04979	0.00085	51.54107	40.83163	42.59886	20.57923	92.34725	50.75004	83.18399	61.63031	12.71724	29.06378	71.81511	99.70027
2018-05-05 11:08:00	359043379931766999	0.00000	9.84280	14.00480	10.31981	14.96748	12.83822	14.37643	10.92597	0.00042	42.41036	29.74841	49.84442	96.03849	4.98742	48.99812	83.69095	22.05354	4.47366	90.89103	71.24719	30.26671
2018-05-05 11:09:00	863033069630348560	0.00000	8.27654	14.32793	12.98357	7.67456	16.29342	10.27243	11.39925	0.00027	46.03238	52.46905	53.03408	6.52791	54.70835	21.23834	72.32519	90.91977	98.89843	73.87596	6.41112	48.99941
2018-05-05 11:10:00	863033069630348909	1.00000	14.58825	8.82242	13.16063	7.23521	9.55625	5.36475	14.81268	0.00004	55.97396	40.01108	50.43149	64.68227	22.99317	3.97488	83.14725	57.88850	29.64657	81.37940	60.89402	84.60720
2018-05-05 11:11:00	359043379931766700	0.00000	10.94322	12.29401	8.39162	9.29545	14.00199	7.98670	10.63136	0.00922	42.30421	29.16712	47.71593	19.55697	22.00805	48.71429	81.77119	70.48630	60.17936	84.91338	41.90359	84.97421
2018-05-05 11:12:00	8630330696303481057	1.00000	7.38545	10.05638	7.57222	12.54050	14.05846	8.41581	12.71335	0.00171	51.31755	36.48121	59.89468	47.06088	73.28508	60.18248	21.98731	45.67912	63.83937	98.05114	66.02551	84.56809
2018-05-05 11:13:00	8630330696303482089	1.00000	9.95618	13.95299	8.83153	8.56468	12.71245	6.86808	9.63301	0.03758	57.09302	34.45501	53.25760	96.49583	26.39234	81.01857	96.11174	84.44594	77.82551	49.19095	24.19835	83.30180
2018-05-05 11:14:00	359043379931766932	1.00000	10.13088	9.93935	10.96142	11.64385	7.38623	9.24431	11.93942	0.00007	64.26079	37.81427	71.37196	91.87979	38.99164	79.63792	73.45479	32.52126	57.72359	17.03325	88.85094	46.26609
2018-05-05 11:15:00	359043379931766981	0.00000	8.68071	10.49698	9.06323	11.60194	9.82049	11.39815	13.53658	0.00286	35.53773	43.91968	50.92837	36.24803	16.74969	33.88110	97.18742	20.61870	40.52891	16.17645	34.59819	72.74463
2018-05-05 11:16:00	8630330696303481644	1.00000	10.65602	15.18505	7.97557	10.13634	11.69069	9.59957	11.79545	0.00268	42.57152	36.54452	56.85097	47.11020	91.59480	7.72796	14.24208	88.85932	19.46907	39.39786	63.96207	72.96419
2018-05-05 11:17:00	359043379931766718	1.00000	8.55962	14.85280	10.04163	5.38941	15.04985	8.25275	15.70784	0.04752	51.48556	58.21251	53.15131	65.46001	0.04142	13.15094	73.64572	76.15594	44.90319	45.46484	27.78405	27.33058
2018-05-05 11:18:00	3590433799317662188	1.00000	8.59420	15.55532	9.96794	5.31184	15.44377	9.10367	15.43397	0.05664	35.62271	39.76979	62.84448	23.94049	65.79786	73.12372	62.16751	82.39404	43.31163	10.19177	13.02971	83.66600
2018-05-05 11:19:00	3590433799317662402	1.00000	11.66907	12.90583	12.30413	9.18190	10.87718	8.62714	8.64980	0.00051	29.66041	37.68250	62.45917	63.15562	64.98307	86.80611	4.39936	67.01300	60.18931	36.23134	40.05585	85.13775
2018-05-05 11:20:00	3590433799317661370	1.00000	16.04024	7.05907	14.75569	8.22317	8.91572	9.32543	11.35637	0.00108	62.22050	25.96367	67.22813	54.72406	9.77267	20.06280	77.23875	37.85514	96.12729	10.35323	70.16206	75.41001
2018-05-05 11:21:00	8630330696303481255	0.00000	8.57138	15.18864	11.17657	8.21701	14.15126	13.39092	15.36951	0.02564	49.16880	61.13931	70.97297	39.87367	85.34315	5.93015	76.07968	57.10156	91.90789	95.26738	86.13748	22.83306
2018-05-05 11:22:00	3590433799317661537	0.00000	13.46968	7.70233	11.74943	7.03962	10.49247	7.95914	14.00629	0.00339	34.32603	32.44732	31.09739	84.35082	0.57598	2.96897	18.47064	61.18346	38.24024	71.98867	36.29885	75.70842
2018-05-05 11:23:00	359043379931766320	1.00000	7.12905	13.49182	5.57148	9.38406	15.41939	10.46916	14.06292	0.15635	70.19354	50.44346	59.87580	45.53454	59.01350	73.91350	24.52132	65.80858	13.68822	71.50936	38.24055	11.98124
2018-05-05 11:24:00	359043379931766932	0.00000	12.09758	13.97648	9.72447	12.81448	9.15728	15.76960	11.51243	0.00008	52.86246	52.46032	50.90783	54.61565	27.96281	95.92920	98.73674	80.59778	42.70700	10.75106	5.32497	27.28893
2018-05-05 11:25:00	3590433799317661230	0.00000	4.04580	12.76646	8.09971	12.10411	14.51247	11.72764	15.27995	0.00037	26.93377	39.10582	71.10618	35.35722	86.23240	30.16664	34.33376	90.67696	94.15136	31.01421	33.27612	25.89602
2018-05-05 11:26:00	8630330696303482295	1.00000	12.58688	11.38408	14.50779	11.47715	8.77779	10.41616	10.74510	0.00014	32.45712	51.19763	19.63222	29.85897	61.22849	84.51238	72.31193	19.00619	22.23256	34.59026	98.44121	72.89046
2018-05-05 11:27:00	8630330696303481685	1.00000	9.94654	13.90464	11.49102	9.37775	11.68599	11.32953	11.81610	0.01344	63.79555	40.94590	44.48600	53.96584	86.91513	20.98689	76.27079	73.31559	94.77781	5.37687	18.81971	84.56755
2018-05-05 11:28:00	863033069630348743	1.00000	10.12942	10.66714	10.72408	11.18348	8.88889	9.16263	12.39450	0.00076	27.55344	68.72164	73.74427	14.38462	86.62550	52.22882	13.84085	40.86371	78.07615	69.75893	3.37357	17.26391
2018-05-05 11:29:00	3590433799317661578	1.00000	11.96148	10.73114	11.69204	9.65902	6.18445	12.48744	14.11960	0.00011	48.62041	49.19439	46.62933	19.87240	43.97576	38.87661	51.40209	34.81807	65.04215	39.93979	96.56232	21.09974
2018-05-05 11:30:00	8630330696303481941	1.00000	12.75813	8.95633	12.72423	7.52405	12.29217	9.61309	17.47190	0.00624	51.38116	56.12066	38.89225	64.69210	47.79184	61.03427	43.01542	16.97824	20.32180	15.63875	76.48984	40.39233
2018-05-05 11:31:00	8630330696303482329	0.00000	10.87509	12.73082	11.07642	9.30197	15.39497	9.76606	15.55756	0.00344	64.47381	36.91001	64.65847	25.25271	63.33504	5.58297	77.38116	50.56243	59.76345	96.01625	79.69899	0.40797
2018-05-05 11:32:00	863033069630348677	1.00000	12.71709	4.76391	11.77314	9.30359	10.55973	5.06691	13.27809	0.00357	30.92249	52.98707	66.95869	76.62659	0.72298	0.54837	51.64007	7.42105	39.03192	2.70925	46.77750	10.14290
2018-05-05 11:33:00	3590433799317661255	1.00000	5.26784	12.63713	11.17512	13.11957	10.75646	11.50760	10.79804	0.00526	30.27537	34.72278	51.98945	46.46936	8.62945	41.79665	48.14576	42.21255	25.99907	28.80334	33.88705	99.20906
2018-05-05 11:34:00	863033069630348768	1.00000	6.65455	10.99364	7.57127	9.56824	11.33563	11.03897	12.00080	0.26050	33.86954	47.54510	62.01360	5.68960	87.50932	83.09847	76.30608	95.95443	82.62032	24.22692	80.92862	72.69646
2018-05-05 11:35:00	8630330696303481321	1.00000	10.75963	17.05337	9.99585	12.02067	9.02251	10.75008	14.93944	0.00269	51.28163	18.80748	53.14198	76.80136	21.00277	1.56488	12.86752	1.23864	96.81593	18.88379	90.94820	7.55307
2018-05-05 11:36:00	3590433799317661461	0.00000	10.94799	8.24872	13.37857	9.02573	9.54245	8.94597	9.94205	0.00268	53.61959	12.33988	44.98068	67.91516	12.94933	24.51818	97.28888	33.71215	83.92452	91.00252	64.71580	48.86673
2018-05-05 11:37:00	359043379931766809	0.00000	7.39172	15.94271	13.92075	13.35452	14.40035	16.34065	14.79184	0.51935	56.37174	44.74108	59.94295	89.70916	44.10468	47.15635	7.47180	19.21885	93.49074	66.18929	88.74267	58.99589
2018-05-05 11:38:00	863033069630348370	0.00000	11.15601	13.91672	11.01581	13.76692	12.25077	9.88017	11.37982	0.00057	62.88334	50.22902	32.50334	56.05789	87.68156	86.25303	75.48544	95.34487	70.52486	66.38616	63.40244	73.68599
2018-05-05 11:39:00	359043379931766718	0.00000	10.18205	11.86479	7.72933	14.33764	14.26892	14.57087	10.37411	0.00027	67.75206	31.44356	64.06496	7.61547	28.11371	70.94848	25.07649	20.23987	82.59651	93.29252	32.73470	60.86834
2018-05-05 11:40:00	3590433799317662089	1.00000	7.57164	13.63125	11.49435	8.86989	9.75702	9.80779	13.56818	0.00580	46.11853	45.12191	73.00723	62.67827	67.91537	4.12948	83.80516	41.14852	90.43070	91.85517	67.46390	71.91083
2018-05-05 11:41:00	8630330696303482055	1.00000	11.73339	10.50142	12.89743	10.52167	8.78534	11.61553	12.04647	0.00378	53.37882	47.11655	49.59955	60.22397	10.00942	56.56718	52.74491	26.02658	85.60560	81.62447	19.93839	71.47707
2018-05-05 11:42:00	8630330696303481008	1.00000	7.49071	12.29412	4.32240	7.07861	14.50989	12.39665	13.94028	2.08659	29.98707	37.10814	40.14705	65.62947	65.36584	69.22805	54.79450	17.57308	32.19683	41.88808	66.39636	46.56407
2018-05-05 11:43:00	359043379931766734	1.00000	13.24092	10.63780	11.35225	14.99931	10.75458	11.90003	9.06234	0.00031	35.60505	23.03555	53.81101	72.62293	60.58059	45.51282	38.22785	86.52232	87.07834	19.83416	70.52785	46.30864
2018-05-05 11:44:00	359043379931766569	0.00000	7.58800	11.91602	5.92113	15.91897	12.46035	12.43356	11.50688	0.00022	40.22512	64.18988	42.80468	69.09682	92.81025	67.86818	92.14783	60.80098	0.71220	26.09774	35.05787	34.36244
2018-05-05 11:45:00	863033069630348164	1.00000	9.73435	13.10339	7.92048	10.69465	12.26717	9.12304	15.08053	0.00719	71.00676	37.25483	60.84122	21.71019	7.37186	34.71596	85.63239	74.95358	90.43741	42.35471	9.84182	5.33996
2018-05-05 11:46:00	359043379931766049	1.00000	16.61624	6.24141	14.20437	7.96379	9.12895	8.09383	12.41103	0.00055	45.15611	50.53458	17.01032	75.81444	42.51836	75.56257	14.25131	19.11870	72.72756	61.57961	87.06044	9.11197
2018-05-05 11:47:00	8630330696303481255	0.00000	13.43813	13.22158	9.22450	6.89172	11.79846	15.76593	13.72402	0.00978	50.49294	50.65908	77.57301	79.36420	89.84292	32.94365	37.55502	28.98100	16.31748	18.82036	78.08222	16.13697
