latitude	longitude	store_name	code	location	imei
60.97944	76.92421	Izluchinsk	RU	Asia/Yekaterinburg	8630330696303481297
20.74122	-100.44843	Santa Rosa Jauregui	MX	America/Mexico_City	3590433799317662014
-26.22861	-52.67056	Pato Branco	BR	America/Sao_Paulo	3590433799317661719
47.4943	-122.24092	Bryn Mawr-Skyway	US	America/Los_Angeles	359043379931766817
-34.74785	-58.70072	Pontevedra	AR	America/Argentina/Buenos_Aires	359043379931766916
49.07866	30.96755	Zvenihorodka	UA	Europe/Kyiv	359043379931766619
14.8361	120.97844	Guyong	PH	Asia/Manila	3590433799317661230
-54.8	-68.3	Ushuaia	AR	America/Argentina/Ushuaia	3590433799317662261
41.20485	-8.33147	Paredes	PT	Europe/Lisbon	863033069630348776
42.8334	-80.38297	Norfolk County	CA	America/Toronto	863033069630348818
51.95838	4.47124	Schiebroek	NL	Europe/Amsterdam	3590433799317661669
55.67938	12.53463	Frederiksberg	DK	Europe/Copenhagen	8630330696303481594
37.05944	37.3825	Gaziantep	TR	Europe/Istanbul	3590433799317662188
44.27804	-88.27205	Kaukauna	US	America/Chicago	3590433799317662188
33.92946	-116.97725	Beaumont	US	America/Los_Angeles	863033069630348404
32.9156	-117.14392	Mira Mesa	US	America/Los_Angeles	3590433799317662196
36.61033	-88.31476	Murray	US	America/Chicago	3590433799317661867
14.53767	46.83187	Ataq	YE	Asia/Aden	3590433799317662444
53.7446	-0.33525	Kingston upon Hull	GB	Europe/London	8630330696303481974
47.80527	-122.24064	Bothell West	US	America/Los_Angeles	359043379931766775
52.4581	13.28702	Dahlem	DE	Europe/Berlin	3590433799317662204
41.09246	45.36561	Qazax	AZ	Asia/Baku	359043379931766031
35.48199	137.02166	Minokamo	JP	Asia/Tokyo	863033069630348974
48	-4.1	Quimper	FR	Europe/Paris	8630330696303482022
51.42708	-0.91979	Lower Earley	GB	Europe/London	8630330696303482097
45.49428	-122.86705	Aloha	US	America/Los_Angeles	863033069630348859
50.64336	7.2278	Bad Honnef	DE	Europe/Berlin	3590433799317661560
54.48147	53.47103	Oktyabr‚Äôskiy	RU	Asia/Yekaterinburg	8630330696303481073
34.95303	-120.43572	Santa Maria	US	America/Los_Angeles	3590433799317661511
48.21644	9.02596	Albstadt	DE	Europe/Berlin	8630330696303481024
43.62558	13.39954	Falconara Marittima	IT	Europe/Rome	359043379931766239
50.23271	12.87117	Karlovy Vary	CZ	Europe/Prague	863033069630348263
33.14447	47.3799	Darreh Shahr	IR	Asia/Tehran	8630330696303482436
38.38479	-0.76773	Novelda	ES	Europe/Madrid	359043379931766825
53.94313	10.30215	Bad Segeberg	DE	Europe/Berlin	3590433799317661586
24.96334	10.18003	Ghat	LY	Africa/Tripoli	863033069630348768
42.97086	-82.42491	Port Huron	US	America/Detroit	863033069630348537
46.09273	-88.64235	Iron River	US	America/Menominee	8630330696303481552
33.72255	-116.37697	Palm Desert	US	America/Los_Angeles	863033069630348990
10.63504	-85.43772	Liberia	CR	America/Costa_Rica	359043379931766205
34.25	135.31667	Iwade	JP	Asia/Tokyo	359043379931766429
34.8825	128.62667	Sinhyeon	KR	Asia/Seoul	8630330696303481453
31.28092	74.85849	Patti	IN	Asia/Kolkata	3590433799317661644
50.598427	13.610242	Litvínov	CZ	Europe/Prague	359043379931766759
30.29184	71.67164	Qadirpur Ran	PK	Asia/Karachi	8630330696303482436
10.22677	-67.33122	La Victoria	VE	America/Caracas	3590433799317662162
51.35084	-1.99421	Devizes	GB	Europe/London	3590433799317661339
43.83125	5.03586	Cavaillon	FR	Europe/Paris	359043379931766882
40.63316	-74.13653	Port Richmond	US	America/New_York	359043379931766510
16.68911	98.50893	Myawadi	MM	Asia/Yangon	863033069630348859
48.07667	8.64409	Trossingen	DE	Europe/Berlin	8630330696303481032
32.44874	-99.73314	Abilene	US	America/Chicago	863033069630348677
9.57046	76.32756	Kalavoor	IN	Asia/Kolkata	3590433799317661933
50.86079	17.4674	Brzeg	PL	Europe/Warsaw	359043379931766684
28.15112	-82.46148	Lutz	US	America/New_York	359043379931766197
25.67927	-80.31727	Kendall	US	America/New_York	863033069630348602
43.71032	-1.05366	Dax	FR	Europe/Paris	8630330696303481842
25.80565	68.49143	Bhit Shah	PK	Asia/Karachi	8630330696303482170
50.18545	27.06365	Shepetivka	UA	Europe/Kyiv	3590433799317662485
42.24113	-88.3162	Crystal Lake	US	America/Chicago	359043379931766940
-21.15	46.58333	Ikalamavony	MG	Indian/Antananarivo	8630330696303481529
27.34089	117.4831	Shaowu	CN	Asia/Shanghai	3590433799317662105
50.11861	-5.53715	Penzance	GB	Europe/London	3590433799317662105
10.10649	76.35484	Alwaye	IN	Asia/Kolkata	863033069630348503
65.93381	111.4834	Aykhal	RU	Asia/Yakutsk	3590433799317662469
50.75767	-1.5443	Lymington	GB	Europe/London	8630330696303481651
11.85	38.01667	Debre Tabor	ET	Africa/Addis_Ababa	8630330696303482295
45.73333	4.91667	Bron	FR	Europe/Paris	8630330696303481073
51.14942	15.00835	Zgorzelec	PL	Europe/Warsaw	359043379931766783
38.72706	-9.24671	Carnaxide	PT	Europe/Lisbon	8630330696303482295
11.84962	-86.19903	Jinotepe	NI	America/Managua	359043379931766957
-21.41222	-42.19667	Miracema	BR	America/Sao_Paulo	359043379931766817
-8.05389	-34.88111	Recife	BR	America/Recife	8630330696303481503
31.12406	-97.90308	Copperas Cove	US	America/Chicago	8630330696303481727
17.34769	78.55757	Lal Bahadur Nagar	IN	Asia/Kolkata	863033069630348230
25.92127	86.79271	Madhipura	IN	Asia/Kolkata	3590433799317661800
48.46458	9.22796	Pfullingen	DE	Europe/Berlin	863033069630348727
41.94175	123.50266	Hushitai	CN	Asia/Shanghai	863033069630348248
41.47892	-87.45476	Schererville	US	America/Chicago	359043379931766403
53.94313	10.30215	Bad Segeberg	DE	Europe/Berlin	3590433799317661545
6.03333	37.55	Arba Minch	ET	Africa/Addis_Ababa	3590433799317661495
35.85	117.7	Dongdu	CN	Asia/Shanghai	8630330696303481750
45.9836	12.70038	Cordenons	IT	Europe/Rome	8630330696303481842
49.13645	8.91229	Eppingen	DE	Europe/Berlin	3590433799317662220
23.73333	114.68333	Heyuan	CN	Asia/Shanghai	863033069630348255
41.84364	-87.71255	South Lawndale	US	America/Chicago	359043379931766080
38.38479	-0.76773	Novelda	ES	Europe/Madrid	8630330696303481032
55.67938	12.53463	Frederiksberg	DK	Europe/Copenhagen	3590433799317661982
22.83957	91.84128	Manikchari	BD	Asia/Dhaka	3590433799317661164
34.14251	-118.25508	Glendale	US	America/Los_Angeles	863033069630348453
50.56149	4.69889	Gembloux	BE	Europe/Brussels	863033069630348438
52.61131	13.31783	Hermsdorf	DE	Europe/Berlin	8630330696303482410
55.67938	12.53463	Frederiksberg	DK	Europe/Copenhagen	863033069630348644
27.0174	49.62251	Al Jubayl	SA	Asia/Riyadh	8630330696303481339
37.31309	40.74357	Mardin	TR	Europe/Istanbul	3590433799317661040
34.81667	137.4	Toyokawa	JP	Asia/Tokyo	8630330696303481883
5.84752	-5.682	Lakota	CI	Africa/Abidjan	359043379931766510
12.97389	123.99333	Sorsogon	PH	Asia/Manila	8630330696303482485
36.27462	4.85668	Bordj Zemoura	DZ	Africa/Algiers	3590433799317661693
60.97944	76.92421	Izluchinsk	RU	Asia/Yekaterinburg	8630330696303481818
8.88988	-79.62603	Veracruz	PA	America/Panama	8630330696303481289
40.87329	14.43865	Somma Vesuviana	IT	Europe/Rome	359043379931766528
43.83125	5.03586	Cavaillon	FR	Europe/Paris	3590433799317661388
-1.63333	13.58357	Franceville	GA	Africa/Libreville	3590433799317662162
32.42067	-104.22884	Carlsbad	US	America/Denver	359043379931766254
25.92127	86.79271	Madhipura	IN	Asia/Kolkata	863033069630348453
-8.66667	-35.71667	Catende	BR	America/Recife	3590433799317661156
51.955	5.22778	Culemborg	NL	Europe/Amsterdam	359043379931766635
33.44872	-86.78777	Vestavia Hills	US	America/Chicago	3590433799317661826
36.91023	-121.75689	Watsonville	US	America/Los_Angeles	8630330696303482147
10.63504	-85.43772	Liberia	CR	America/Costa_Rica	359043379931766981
18.20854	-71.10077	Santa Cruz de Barahona	DO	America/Santo_Domingo	8630330696303481172
34.61667	135.6	Yao	JP	Asia/Tokyo	8630330696303482097
51.84819	1.26738	Walton-on-the-Naze	GB	Europe/London	8630330696303481321
50.80904	8.77069	Marburg an der Lahn	DE	Europe/Berlin	8630330696303481339
42.7	27.25	Aytos	BG	Europe/Sofia	3590433799317662295
38.37255	34.02537	Aksaray	TR	Europe/Istanbul	3590433799317662311
-34.74785	-58.70072	Pontevedra	AR	America/Argentina/Buenos_Aires	3590433799317662014
42.819	47.1192	Buynaksk	RU	Europe/Moscow	3590433799317661271
41.55838	-81.56929	Collinwood	US	America/New_York	8630330696303482105
25.67927	-80.31727	Kendall	US	America/New_York	3590433799317661917
18.18158	76.03889	Osmanabad	IN	Asia/Kolkata	863033069630348115
37.19723	122.05228	Tianfu	CN	Asia/Shanghai	3590433799317662121
28.88162	120.03308	Guli	CN	Asia/Shanghai	3590433799317661446
33.44872	-86.78777	Vestavia Hills	US	America/Chicago	3590433799317662196
51.95838	4.47124	Schiebroek	NL	Europe/Amsterdam	3590433799317661230
-21.44236	27.46153	Tonota	BW	Africa/Gaborone	8630330696303481800
18.18158	76.03889	Osmanabad	IN	Asia/Kolkata	8630330696303481263
-36.9256	-73.02841	Chiguayante	CL	America/Santiago	359043379931766403
49.144482	15.006139	Jindřichův Hradec	CZ	Europe/Prague	3590433799317661560
-28.44917	-52.2	Marau	BR	America/Sao_Paulo	359043379931766759
-23.7975	-48.59278	Buri	BR	America/Sao_Paulo	863033069630348958
51.168	7.973	Finnentrop	DE	Europe/Berlin	3590433799317661842
25.49043	85.94001	Teghra	IN	Asia/Kolkata	863033069630348156
17.94979	-94.91386	Acayucan	MX	America/Mexico_City	3590433799317661982
53.77166	38.12408	Bogoroditsk	RU	Europe/Moscow	863033069630348867
53.19146	-2.52398	Winsford	GB	Europe/London	863033069630348743
-28.81833	-52.51028	Soledade	BR	America/Sao_Paulo	8630330696303481511
-6.8	39.25	Magomeni	TZ	Africa/Dar_es_Salaam	359043379931766320
45.75279	130.57211	Boli	CN	Asia/Shanghai	863033069630348677
27.0174	49.62251	Al Jubayl	SA	Asia/Riyadh	359043379931766163
22.98212	-80.58556	Corralillo	CU	America/Havana	3590433799317661826
22.37066	114.10479	Tsuen Wan	HK	Asia/Hong_Kong	8630330696303482220
33.45122	-86.99666	Hueytown	US	America/Chicago	863033069630348453
24.81757	84.63445	Rafiganj	IN	Asia/Kolkata	3590433799317661511
43.16547	-77.70066	Gates-North Gates	US	America/New_York	3590433799317661198
40.57788	-73.95958	Brighton Beach	US	America/New_York	3590433799317662337
-33.79176	151.08057	Eastwood	AU	Australia/Sydney	8630330696303481990
39.08367	-84.50855	Covington	US	America/New_York	359043379931766205
14.8361	120.97844	Guyong	PH	Asia/Manila	3590433799317661842
14.67751	-60.94228	Le Robert	MQ	America/Martinique	8630330696303481321
30.24706	115.04814	Huangshi	CN	Asia/Shanghai	8630330696303482154
6.95194	121.96361	Recodo	PH	Asia/Manila	8630330696303482055
41.80753	-87.65644	New City	US	America/Chicago	359043379931766692
36.91023	-121.75689	Watsonville	US	America/Los_Angeles	863033069630348735
49.88307	-119.48568	Kelowna	CA	America/Vancouver	359043379931766668
28.71271	77.656	Pilkhua	IN	Asia/Kolkata	863033069630348719
51.03427	5.37429	Houthalen	BE	Europe/Brussels	8630330696303482360
25.80565	68.49143	Bhit Shah	PK	Asia/Karachi	8630330696303482386
17.34769	78.55757	Lal Bahadur Nagar	IN	Asia/Kolkata	8630330696303481685
51.67822	33.9162	Hlukhiv	UA	Europe/Kyiv	3590433799317661040
49.820923	18.262524	Ostrava	CZ	Europe/Prague	359043379931766916
42.8139	-1.64295	Segundo Ensanche	ES	Europe/Madrid	8630330696303482188
41.27621	-72.86843	East Haven	US	America/New_York	863033069630348693
40.65538	-74.38987	Scotch Plains	US	America/New_York	3590433799317662345
53.16167	6.76111	Hoogezand	NL	Europe/Amsterdam	3590433799317662014
55.1904	30.2049	Vitebsk	BY	Europe/Minsk	863033069630348768
39.96097	-75.60804	West Chester	US	America/New_York	3590433799317662352
52.2	8.63333	Kirchlengern	DE	Europe/Berlin	359043379931766056
3.02013	30.91105	Arua	UG	Africa/Kampala	359043379931766270
4.88441	101.96857	Gua Musang	MY	Asia/Kuala_Lumpur	8630330696303481198
13.51825	99.95469	Damnoen Saduak	TH	Asia/Bangkok	3590433799317661842
51.40944	46.04833	Privolzhskiy	RU	Europe/Saratov	359043379931766940
41.91738	3.1631	Palafrugell	ES	Europe/Madrid	359043379931766296
32.44874	-99.73314	Abilene	US	America/Chicago	8630330696303481131
41.47892	-87.45476	Schererville	US	America/Chicago	3590433799317661271
26.32293	91.00632	Barpeta	IN	Asia/Kolkata	863033069630348925
0.51667	101.44167	Pekanbaru	ID	Asia/Jakarta	8630330696303481586
44.89784	8.86374	Tortona	IT	Europe/Rome	359043379931766858
-19.32556	-41.25528	Resplendor	BR	America/Sao_Paulo	863033069630348180
13.70167	-89.10944	Ilopango	SV	America/El_Salvador	3590433799317661990
13.48082	-86.58208	Somoto	NI	America/Managua	8630330696303481982
-1.63333	13.58357	Franceville	GA	Africa/Libreville	8630330696303482477
33.7207	-116.21677	Indio	US	America/Los_Angeles	8630330696303482410
37.13548	-3.67029	Las Gabias	ES	Europe/Madrid	3590433799317662311
40.55851	17.80774	Mesagne	IT	Europe/Rome	8630330696303481073
50.80904	8.77069	Marburg an der Lahn	DE	Europe/Berlin	8630330696303481891
46.08333	122.08333	Ulanhot	CN	Asia/Shanghai	863033069630348933
-34.64167	-60.47389	Chacabuco	AR	America/Argentina/Buenos_Aires	863033069630348149
41.92361	20.91361	Bogovinje	MK	Europe/Skopje	863033069630348172
41.48199	-81.79819	Lakewood	US	America/New_York	359043379931766858
50.598427	13.610242	Litvínov	CZ	Europe/Prague	863033069630348743
27.0174	49.62251	Al Jubayl	SA	Asia/Riyadh	3590433799317661834
31.12406	-97.90308	Copperas Cove	US	America/Chicago	3590433799317661867
-8.05389	-34.88111	Recife	BR	America/Recife	3590433799317661271
39.43534	-84.20299	Lebanon	US	America/New_York	8630330696303481842
43.71032	-1.05366	Dax	FR	Europe/Paris	3590433799317661255
39.09112	-94.41551	Independence	US	America/Chicago	3590433799317661289
-13.7804	34.4587	Salima	MW	Africa/Blantyre	863033069630348784
13.48082	-86.58208	Somoto	NI	America/Managua	3590433799317661073
7.50251	5.06258	Igbara-Odo	NG	Africa/Lagos	863033069630348065
36.21544	65.93249	Sar-e Pul	AF	Asia/Kabul	863033069630348651
37.65181	120.33063	Longgang	CN	Asia/Shanghai	359043379931766916
45.53069	9.40531	Gorgonzola	IT	Europe/Rome	3590433799317661263
52.57583	6.61944	Hardenberg	NL	Europe/Amsterdam	3590433799317661578
54.03876	43.91385	Kovylkino	RU	Europe/Moscow	359043379931766320
48.975658	14.480255	České Budějovice	CZ	Europe/Prague	8630330696303481958
18.18158	76.03889	Osmanabad	IN	Asia/Kolkata	8630330696303482113
7.06273	-1.4001	Mampong	GH	Africa/Accra	359043379931766965
50.06	43.2379	Mikhaylovka	RU	Europe/Volgograd	3590433799317662329
0.76755	24.43973	Yangambi	CD	Africa/Lubumbashi	359043379931766247
20.88197	85.83334	Bhuban	IN	Asia/Kolkata	359043379931766916
45.44694	8.62118	Novara	IT	Europe/Rome	8630330696303482121
34.75856	136.13108	Ueno-ebisumachi	JP	Asia/Tokyo	8630330696303482345
36.20829	-115.98391	Pahrump	US	America/Los_Angeles	359043379931766353
51.04962	12.1369	Zeitz	DE	Europe/Berlin	8630330696303481420
8.88649	2.59753	Tchaourou	BJ	Africa/Porto-Novo	3590433799317661180
-17.73648	168.31366	Port-Vila	VU	Pacific/Efate	3590433799317661628
20.28527	-103.42897	Jocotepec	MX	America/Mexico_City	863033069630348016
11.12018	76.11996	Manjeri	IN	Asia/Kolkata	3590433799317662162
57.14369	-2.09814	Aberdeen	GB	Europe/London	359043379931766965
-21.44345	-65.71875	Tupiza	BO	America/La_Paz	3590433799317661628
31.76212	-95.63079	Palestine	US	America/Chicago	8630330696303481958
37.74615	-25.66689	Ponta Delgada	PT	Atlantic/Azores	3590433799317662220
-1.63333	13.58357	Franceville	GA	Africa/Libreville	863033069630348370
22.98212	-80.58556	Corralillo	CU	America/Havana	863033069630348644
46.67535	5.55575	Lons-le-Saunier	FR	Europe/Paris	3590433799317661503
43.16547	-77.70066	Gates-North Gates	US	America/New_York	3590433799317662139
4.2475	9.00472	Idenao	CM	Africa/Douala	359043379931766874
-4.5833	15.16554	Kasangulu	CD	Africa/Kinshasa	3590433799317662220
34.06635	-84.67837	Acworth	US	America/New_York	3590433799317661560
9.58126	8.2926	Kafanchan	NG	Africa/Lagos	863033069630348834
26.67319	31.4976	Juhaynah	EG	Africa/Cairo	3590433799317661875
36.06523	-119.01677	Porterville	US	America/Los_Angeles	8630330696303482196
36.61954	4.08282	Beni Douala	DZ	Africa/Algiers	863033069630348313
50.511002	14.150558	Terezín	CZ	Europe/Prague	3590433799317662246
3.51667	11.5	Mbalmayo	CM	Africa/Douala	3590433799317661347
37.1759	128.9889	T‚Äôaebaek	KR	Asia/Seoul	3590433799317662121
6.95194	121.96361	Recodo	PH	Asia/Manila	3590433799317662444
15.73628	75.96976	Gajendragarh	IN	Asia/Kolkata	8630330696303481362
21.59983	71.21169	Amreli	IN	Asia/Kolkata	359043379931766460
-0.35817	42.54536	Kismayo	SO	Africa/Mogadishu	359043379931766759
11.12018	76.11996	Manjeri	IN	Asia/Kolkata	8630330696303481388
35.6803	51.0193	Shahre Jadide Andisheh	IR	Asia/Tehran	3590433799317662303
50.8	3.16667	Wevelgem	BE	Europe/Brussels	3590433799317661412
-23.85972	35.34722	Maxixe	MZ	Africa/Maputo	3590433799317662410
50.82882	-0.32247	Lancing	GB	Europe/London	863033069630348560
50.598427	13.610242	Litvínov	CZ	Europe/Prague	3590433799317661438
34.65918	109.22921	Yanliang	CN	Asia/Shanghai	8630330696303482493
45.75279	130.57211	Boli	CN	Asia/Shanghai	3590433799317662022
6.45407	3.39467	Lagos	NG	Africa/Lagos	863033069630348065
61.78491	34.34691	Petrozavodsk	RU	Europe/Moscow	8630330696303481404
-4.16694	-40.7475	Guaraciaba do Norte	BR	America/Fortaleza	3590433799317662055
45.39402	9.29109	San Giuliano Milanese	IT	Europe/Rome	863033069630348925
37.52487	-77.55777	Bon Air	US	America/New_York	8630330696303481537
53.51684	-113.3187	Sherwood Park	CA	America/Edmonton	3590433799317661966
45.4473	-73.75335	Dorval	CA	America/Toronto	3590433799317661966
51.38673	0.30367	Hartley	GB	Europe/London	8630330696303482238
23.1959	86.51499	Kenda	IN	Asia/Kolkata	863033069630348719
21.46527	83.97573	Sambalpur	IN	Asia/Kolkata	863033069630348651
37.1759	128.9889	T‚Äôaebaek	KR	Asia/Seoul	3590433799317661057
-19.32556	-41.25528	Resplendor	BR	America/Sao_Paulo	863033069630348024
16.0438	120.4861	Manaoag	PH	Asia/Manila	3590433799317662451
37.58105	29.26639	Serinhisar	TR	Europe/Istanbul	8630330696303481966
50.75	2.25	Saint-Omer	FR	Europe/Paris	3590433799317662279
36.72544	3.55665	Thenia	DZ	Africa/Algiers	3590433799317661313
57.97472	33.2525	Valday	RU	Europe/Moscow	3590433799317661081
37.31309	40.74357	Mardin	TR	Europe/Istanbul	359043379931766619
22.10194	85.37752	Barbil	IN	Asia/Kolkata	3590433799317661974
-3.14306	-58.44417	Itacoatiara	BR	America/Manaus	863033069630348602
58.63667	59.80222	Lesnoy	RU	Asia/Yekaterinburg	863033069630348255
41.1053	-7.32097	Custoias	PT	Europe/Lisbon	3590433799317662188
49.88307	-119.48568	Kelowna	CA	America/Vancouver	3590433799317661446
49.144482	15.006139	Jindřichův Hradec	CZ	Europe/Prague	863033069630348784
33.08014	-83.2321	Milledgeville	US	America/New_York	3590433799317661495
53.95278	32.86389	Roslavl‚Äô	RU	Europe/Moscow	863033069630348883
34.63915	-120.45794	Lompoc	US	America/Los_Angeles	863033069630348917
17.54907	82.85749	Elamanchili	IN	Asia/Kolkata	3590433799317661438
45.40008	-73.58248	Sainte-Catherine	CA	America/Toronto	863033069630348248
56.03361	35.96944	Volokolamsk	RU	Europe/Moscow	3590433799317661826
32.05971	34.8732	Ganei Tikva	IL	Asia/Jerusalem	3590433799317661644
33.35283	-111.78903	Gilbert	US	America/Phoenix	359043379931766791
47.48444	36.25361	Polohy	UA	Europe/Zaporozhye	3590433799317661537
49.144482	15.006139	Jindřichův Hradec	CZ	Europe/Prague	359043379931766056
32.05971	34.8732	Ganei Tikva	IL	Asia/Jerusalem	3590433799317662154
36.20829	-115.98391	Pahrump	US	America/Los_Angeles	8630330696303482097
-21.42917	-45.94722	Alfenas	BR	America/Sao_Paulo	8630330696303482147
42.24113	-88.3162	Crystal Lake	US	America/Chicago	863033069630348008
46.1351	-60.1831	Sydney	CA	America/Glace_Bay	3590433799317661651
37.08819	-8.2503	Albufeira	PT	Europe/Lisbon	3590433799317661008
33.86419	48.26258	Aleshtar	IR	Asia/Tehran	8630330696303482394
51.40944	46.04833	Privolzhskiy	RU	Europe/Saratov	359043379931766502
-4.5833	15.16554	Kasangulu	CD	Africa/Kinshasa	8630330696303481040
6.33444	124.95278	Tupi	PH	Asia/Manila	8630330696303481818
34.09611	-118.10583	San Gabriel	US	America/Los_Angeles	359043379931766288
33.93113	-117.54866	Norco	US	America/Los_Angeles	359043379931766148
43.61058	1.33467	Colomiers	FR	Europe/Paris	8630330696303481123
40.68066	-73.47429	Massapequa	US	America/New_York	359043379931766478
50.7236	-3.52751	Exeter	GB	Europe/London	8630330696303482154
-26.22861	-52.67056	Pato Branco	BR	America/Sao_Paulo	863033069630348230
-3.20333	-52.20639	Altamira	BR	America/Santarem	8630330696303481792
37.74615	-25.66689	Ponta Delgada	PT	Atlantic/Azores	863033069630348404
-23.85972	35.34722	Maxixe	MZ	Africa/Maputo	863033069630348750
37.60876	-77.37331	Mechanicsville	US	America/New_York	3590433799317661115
9.3337	122.8637	Santa Catalina	PH	Asia/Manila	3590433799317661743
21.46527	83.97573	Sambalpur	IN	Asia/Kolkata	8630330696303482006
37.31065	13.57661	Agrigento	IT	Europe/Rome	359043379931766718
36.27462	4.85668	Bordj Zemoura	DZ	Africa/Algiers	8630330696303482279
29.21399	78.95693	Kashipur	IN	Asia/Kolkata	3590433799317661271
14.0823	98.19151	Dawei	MM	Asia/Yangon	8630330696303481958
42.06166	-1.60452	Tudela	ES	Europe/Madrid	8630330696303481198
54.60528	18.34717	Reda	PL	Europe/Warsaw	863033069630348800
53.16167	6.76111	Hoogezand	NL	Europe/Amsterdam	8630330696303481412
35.50056	117.63083	Pingyi	CN	Asia/Shanghai	863033069630348529
52.4089	31.3237	Dobrush	BY	Europe/Minsk	3590433799317662279
40.1675	34.37389	Sungurlu	TR	Europe/Istanbul	3590433799317662428
10.63504	-85.43772	Liberia	CR	America/Costa_Rica	3590433799317661206
41.9001	-71.08977	Taunton	US	America/New_York	8630330696303481891
23.29549	113.82465	Licheng	CN	Asia/Shanghai	3590433799317662345
56.11281	69.49015	Ishim	RU	Asia/Yekaterinburg	8630330696303481941
