ts	imei	mwra	c.android.youtube	c.katana	c.android.gm	c.android.chrome	c.dogalize	c.updateassist	c.android.vending	c.UCMobile.x86	c.UCMobile.intl	c.raider
2018-05-05 10:21:00	359043379931766718	1.00000	11.92259	9.44927	14.23856	13.50176	12.38646	30.85823	47.90153	66.09371	63.46626	67.99064
2018-05-05 10:22:00	863033069630348107	1.00000	6.90207	11.42764	10.48133	8.60164	13.24345	45.11992	43.18702	75.49000	76.27094	67.30175
2018-05-05 10:23:00	8630330696303482006	1.00000	14.15577	9.61564	10.34519	15.70501	11.07942	57.38372	38.49371	12.32389	63.56634	37.44242
2018-05-05 10:24:00	3590433799317661388	1.00000	8.15194	11.57639	14.22730	11.79700	13.17000	47.60987	36.41722	58.02849	82.42399	93.71058
2018-05-05 10:25:00	863033069630348347	1.00000	15.69230	9.56326	10.06294	14.25977	11.34499	57.55066	60.80894	45.61112	0.93802	70.30657
2018-05-05 10:26:00	8630330696303482485	0.00000	6.40151	15.06184	5.91680	10.53641	17.02410	50.40425	40.54693	84.50850	83.79149	46.45510
2018-05-05 10:27:00	8630330696303481206	1.00000	13.22040	11.21292	12.67983	15.44761	12.76108	48.34116	51.70874	55.43915	28.83807	70.42839
2018-05-05 10:28:00	8630330696303482139	1.00000	13.13094	7.52790	14.48921	14.29254	13.70831	51.28304	36.50308	20.97911	10.20819	95.24826
2018-05-05 10:29:00	3590433799317661792	1.00000	13.47462	10.49154	12.27128	10.69845	13.96708	48.87055	50.64025	32.27714	9.60284	39.23032
2018-05-05 10:30:00	359043379931766478	1.00000	15.58327	8.12407	9.96362	13.40215	11.85759	51.68914	44.46944	29.25151	36.22353	12.99242
2018-05-05 10:31:00	8630330696303481354	1.00000	11.99806	6.42146	8.43705	15.57218	13.50888	53.59310	58.54846	41.72715	69.84092	91.97881
2018-05-05 10:32:00	3590433799317661990	1.00000	9.84564	10.63669	7.34544	14.79922	13.75775	43.55143	69.29905	77.59593	35.26259	20.96687
2018-05-05 10:33:00	8630330696303481933	1.00000	9.66004	10.00951	6.80008	10.55224	12.48493	56.05461	39.76403	0.58632	87.88295	23.07171
2018-05-05 10:34:00	3590433799317661354	1.00000	7.92858	12.17368	7.74633	15.33319	15.17234	71.81639	42.14365	71.04504	0.21377	23.41215
2018-05-05 10:35:00	359043379931766460	1.00000	11.62936	11.88807	12.99109	15.56333	11.77465	35.91406	52.53569	9.94884	71.88762	8.13799
2018-05-05 10:36:00	359043379931766536	0.00000	9.59755	13.34534	7.24680	8.88669	10.08975	48.85768	49.70414	71.26847	2.27151	15.57835
2018-05-05 10:37:00	359043379931766262	0.00000	10.73753	11.31228	8.54871	10.34428	13.79738	64.31879	37.23959	46.45124	2.31786	62.05717
2018-05-05 10:38:00	863033069630348719	1.00000	10.86036	6.03040	15.73079	9.19902	12.71324	30.65773	64.86235	79.18720	51.83583	33.74603
2018-05-05 10:39:00	3590433799317662485	1.00000	6.32633	11.42668	9.17810	11.34228	12.64060	41.11486	36.32255	46.10651	12.48555	36.71984
2018-05-05 10:40:00	359043379931766965	1.00000	4.47104	9.14329	8.37992	12.61754	12.24666	72.00814	40.00953	67.57971	56.86196	31.07571
2018-05-05 10:41:00	8630330696303481636	1.00000	13.80343	12.06534	13.97944	16.05070	13.45856	55.88806	57.90922	35.58819	92.87080	28.27616
2018-05-05 10:42:00	8630330696303482329	0.00000	14.33974	13.88422	9.20965	10.13645	9.40086	57.53672	37.18529	2.84316	9.84223	43.54542
2018-05-05 10:43:00	359043379931766981	1.00000	8.28527	9.90998	6.83921	17.34997	16.06434	54.64403	52.66142	56.04926	24.95745	49.85838
2018-05-05 10:44:00	8630330696303481362	1.00000	13.26769	12.25166	10.50553	12.01462	12.42373	70.84147	60.97388	19.17902	17.73660	22.00061
2018-05-05 10:45:00	359043379931766106	0.00000	13.07649	13.74281	10.53409	10.25736	10.52134	55.53241	37.42406	86.52208	40.25405	84.04569
2018-05-05 10:46:00	8630330696303482246	1.00000	10.32731	9.10969	9.95557	14.91188	11.65970	60.27986	38.32065	96.22420	35.92057	34.65934
2018-05-05 10:47:00	863033069630348156	1.00000	4.53731	7.31818	5.36539	16.57457	16.18530	65.12778	63.82077	16.50513	51.42524	53.08843
2018-05-05 10:48:00	863033069630348321	1.00000	8.71743	7.25074	8.97910	10.96223	14.53757	46.37599	47.31428	41.61447	61.39007	1.12987
2018-05-05 10:49:00	8630330696303481008	1.00000	6.77440	12.69237	7.04864	16.89860	16.04960	70.49910	58.56823	58.37300	38.18097	22.30612
2018-05-05 10:50:00	359043379931766692	1.00000	8.93848	8.89578	8.84584	13.08400	13.33941	44.44425	52.12336	8.38989	34.25268	39.37981
2018-05-05 10:51:00	3590433799317661107	0.00000	9.97785	9.95235	12.68385	7.05826	8.96316	41.57947	59.67891	80.84676	13.01379	80.73416
2018-05-05 10:52:00	8630330696303481305	0.00000	14.40815	12.99987	8.43961	8.33688	10.13029	46.29101	58.22035	59.86145	68.66844	73.04563
2018-05-05 10:53:00	3590433799317661727	1.00000	11.70394	11.00965	9.28507	11.76259	13.36264	45.02945	41.73382	73.28119	27.07942	84.59618
2018-05-05 10:54:00	359043379931766577	0.00000	9.38692	10.29286	10.09516	10.11699	13.15894	47.96750	53.44090	36.98697	50.10050	77.55565
2018-05-05 10:55:00	3590433799317661206	1.00000	9.55203	8.70671	9.21754	14.36762	15.61059	69.40613	51.19829	3.88049	11.04389	37.56952
2018-05-05 10:56:00	863033069630348073	1.00000	13.78120	7.80212	14.88165	13.40195	14.62608	32.15440	66.81118	3.68624	66.82646	93.02875
2018-05-05 10:57:00	359043379931766528	0.00000	7.69941	13.55430	8.40510	9.94809	11.62663	50.46598	39.70097	85.09669	58.60423	56.37362
2018-05-05 10:58:00	3590433799317661883	0.00000	7.60427	13.03060	5.70204	11.31894	19.33145	40.26043	44.76595	26.38754	98.25809	29.72036
2018-05-05 10:59:00	359043379931766510	0.00000	14.78040	13.51954	8.77768	9.12152	9.74361	59.66686	55.95650	4.29579	25.90270	82.51998
2018-05-05 11:00:00	3590433799317662352	0.00000	12.36451	13.53942	9.48704	11.32299	9.40056	61.86838	44.01281	82.90243	0.78824	15.08674
2018-05-05 11:01:00	359043379931766239	0.00000	8.85182	12.96880	9.70485	6.20111	14.29062	76.22683	43.42346	24.68922	49.89843	17.21000
2018-05-05 11:02:00	3590433799317661925	0.00000	13.81890	12.76059	11.89520	9.11958	8.54116	45.62447	29.70107	88.30886	20.12410	22.07665
2018-05-05 11:03:00	3590433799317662188	0.00000	12.66985	10.08190	6.81380	15.30695	15.39623	73.39795	62.95944	65.34807	27.90547	3.31774
2018-05-05 11:04:00	8630330696303482071	1.00000	10.10678	10.55710	7.39346	14.97088	17.47163	29.78580	58.80609	56.97228	24.00840	48.77767
2018-05-05 11:05:00	863033069630348057	1.00000	14.17791	11.06341	8.82626	13.41192	9.83330	63.83222	53.94909	73.29980	49.73087	28.06395
2018-05-05 11:06:00	3590433799317661388	1.00000	11.56214	9.67991	9.78170	12.70892	10.90308	62.66911	47.36892	2.63717	34.28241	23.16925
2018-05-05 11:07:00	3590433799317661552	1.00000	10.03772	8.11718	11.85654	10.64212	9.53959	68.89509	49.89800	56.98574	45.51175	47.13224
2018-05-05 11:08:00	359043379931766999	0.00000	9.20420	13.31361	9.11486	11.73934	12.20721	41.98038	70.26204	34.01266	88.17133	7.59917
2018-05-05 11:09:00	863033069630348560	0.00000	8.67534	13.05977	8.89310	7.07133	5.78392	64.79524	40.24427	23.28816	63.97219	16.98603
2018-05-05 11:10:00	863033069630348909	1.00000	5.98199	8.42446	11.10331	18.35072	10.39635	72.35825	48.83923	48.36186	98.38827	27.17423
2018-05-05 11:11:00	359043379931766700	0.00000	12.45280	10.11249	14.76902	12.35784	11.19652	33.63439	58.73876	14.00245	44.05821	71.62898
2018-05-05 11:12:00	8630330696303481057	1.00000	10.73781	8.78456	15.96091	11.33033	15.10380	53.85112	49.60959	90.23447	25.68614	45.50589
2018-05-05 11:13:00	8630330696303482089	1.00000	13.86314	9.95011	13.16067	14.72912	9.48272	38.65859	51.20389	9.38769	55.09902	52.77060
2018-05-05 11:14:00	359043379931766932	1.00000	5.97092	8.12056	8.53378	14.17458	13.69924	64.54239	56.86129	86.43254	46.37399	74.04277
2018-05-05 11:15:00	359043379931766981	0.00000	11.26865	7.06218	12.79026	10.59004	15.34197	46.83262	45.98111	54.02014	63.68959	4.44979
2018-05-05 11:16:00	8630330696303481644	1.00000	11.21080	9.89906	14.44735	13.15294	13.83476	47.89985	53.56598	22.18230	55.23273	39.02502
2018-05-05 11:17:00	359043379931766718	1.00000	14.09744	8.87752	11.85515	12.60402	13.18210	64.73210	33.49959	36.41336	32.11478	30.91412
2018-05-05 11:18:00	3590433799317662188	1.00000	14.27302	10.34945	10.49295	13.56929	12.41200	46.10706	44.57943	62.66932	78.78147	67.61696
2018-05-05 11:19:00	3590433799317662402	1.00000	9.51227	8.86416	11.24119	12.70239	8.41739	51.87103	46.40954	91.51120	41.42992	15.25523
2018-05-05 11:20:00	3590433799317661370	1.00000	10.31620	7.05724	7.41699	15.69444	12.88274	62.24088	34.47573	5.56206	87.61687	9.55624
2018-05-05 11:21:00	8630330696303481255	0.00000	13.47911	10.04570	9.55150	4.95347	9.18754	18.85619	38.82125	73.21390	85.12790	73.11456
2018-05-05 11:22:00	3590433799317661537	0.00000	11.44595	10.98101	9.39720	12.56181	11.66097	57.43768	55.99262	47.97143	7.66556	21.53293
2018-05-05 11:23:00	359043379931766320	1.00000	15.28919	12.57040	13.19637	15.69345	9.69932	55.51006	33.64581	45.23541	92.66652	60.22991
2018-05-05 11:24:00	359043379931766932	0.00000	7.10597	13.95075	9.28112	13.81046	9.57980	56.20815	53.46708	34.99220	85.94721	48.91514
2018-05-05 11:25:00	3590433799317661230	0.00000	9.15110	14.95771	5.90582	7.18099	12.98474	53.65192	54.29484	74.12370	9.68976	26.15023
2018-05-05 11:26:00	8630330696303482295	1.00000	7.50680	9.30542	8.46199	12.09481	14.31245	53.97100	38.43235	77.68322	25.49591	71.40446
2018-05-05 11:27:00	8630330696303481685	1.00000	12.83474	11.29235	13.43842	7.38444	10.46416	41.23673	35.39882	14.91898	56.00022	66.09049
2018-05-05 11:28:00	863033069630348743	1.00000	9.90410	6.06779	13.38784	9.00850	14.07749	68.00964	52.78906	23.52803	25.50671	83.01008
2018-05-05 11:29:00	3590433799317661578	1.00000	6.21026	10.34121	9.75192	14.17765	12.44980	63.60200	38.58398	25.28575	79.69409	68.10272
2018-05-05 11:30:00	8630330696303481941	1.00000	12.05627	10.17291	11.28238	11.76242	12.78734	65.73082	40.35626	19.74712	5.41544	87.27004
2018-05-05 11:31:00	8630330696303482329	0.00000	11.46107	10.61161	10.95959	6.40152	14.76995	56.21731	53.94786	90.53787	54.92873	92.60929
2018-05-05 11:32:00	863033069630348677	1.00000	11.49816	7.27855	7.68415	12.98394	15.69410	48.30497	51.43715	55.54913	45.51330	32.97570
2018-05-05 11:33:00	3590433799317661255	1.00000	11.88404	6.87345	10.98316	7.50702	14.55052	63.52610	72.69996	55.21220	29.58613	68.62151
2018-05-05 11:34:00	863033069630348768	1.00000	15.79965	10.15064	13.00336	15.62561	12.33987	56.02114	57.97198	78.51840	34.10402	21.63193
2018-05-05 11:35:00	8630330696303481321	1.00000	11.20674	8.66719	12.00745	14.82409	16.47969	42.43524	59.61801	28.92369	95.61613	87.48838
2018-05-05 11:36:00	3590433799317661461	0.00000	11.21080	5.40986	8.14014	13.86495	11.41533	58.48645	50.84088	11.25447	77.23386	14.25014
2018-05-05 11:37:00	359043379931766809	0.00000	16.48993	12.74882	9.73924	6.39882	11.77883	48.55473	49.75004	94.16843	85.07144	50.83358
2018-05-05 11:38:00	863033069630348370	0.00000	9.58612	13.50723	9.91295	8.44248	14.05094	80.74010	49.18058	88.63160	69.96216	28.54167
2018-05-05 11:39:00	359043379931766718	0.00000	8.56230	15.85368	8.87096	9.63937	15.80100	42.78074	48.67295	65.67516	58.93978	38.05118
2018-05-05 11:40:00	3590433799317662089	1.00000	11.98582	7.77540	9.93128	10.21643	14.21950	50.89937	71.84793	99.59245	16.70085	30.07400
2018-05-05 11:41:00	8630330696303482055	1.00000	11.54942	9.05815	9.99240	10.47575	13.70862	64.31709	62.49043	35.41858	26.25252	28.67116
2018-05-05 11:42:00	8630330696303481008	1.00000	17.88065	11.32178	12.81391	15.68764	11.13876	61.00662	54.87136	34.94009	16.01652	70.85255
2018-05-05 11:43:00	359043379931766734	1.00000	8.89169	12.04428	8.57565	11.96705	16.52384	63.54433	39.40853	70.35929	12.84431	11.73874
2018-05-05 11:44:00	359043379931766569	0.00000	8.48751	12.88012	8.87538	7.18683	14.49808	60.97930	47.84309	22.30303	59.21031	97.71727
2018-05-05 11:45:00	863033069630348164	1.00000	12.20072	7.19280	15.25576	12.59356	15.48624	44.91594	57.23158	65.51199	73.90085	79.44766
2018-05-05 11:46:00	359043379931766049	1.00000	9.58532	8.37580	6.70304	13.84257	13.10125	59.51148	27.76632	10.66201	57.83330	49.49219
2018-05-05 11:47:00	8630330696303481255	0.00000	12.51493	12.21958	9.94334	6.23607	6.11165	52.06761	44.05328	74.13971	38.87400	35.66041
2018-05-05 11:48:00	8630330696303482436	1.00000	5.98517	9.24426	8.90065	13.79857	11.93678	57.56910	38.14169	4.78350	48.31236	72.30072
2018-05-05 11:49:00	3590433799317661529	1.00000	13.16641	8.57177	12.36825	11.93468	14.02625	65.34359	43.09283	14.78575	20.87116	10.72976
2018-05-05 11:50:00	8630330696303481651	1.00000	14.32459	10.96997	12.16428	14.22083	15.71590	61.94216	41.77075	31.68001	49.74603	97.13162
2018-05-05 11:51:00	8630330696303482345	1.00000	12.33064	6.75474	14.36445	15.23162	18.02454	42.45428	46.33071	25.27303	22.03258	76.81849
2018-05-05 11:52:00	863033069630348115	1.00000	6.92275	8.86230	4.11443	14.21069	17.71022	53.11824	55.08456	1.20257	11.95855	64.34070
2018-05-05 11:53:00	3590433799317661024	0.00000	9.47467	9.88622	10.22248	9.92362	12.27347	73.38713	40.38436	74.54952	29.00176	68.58584
2018-05-05 11:54:00	359043379931766148	0.00000	9.27154	10.76937	10.21210	9.67950	14.05048	33.96463	58.30769	31.47165	62.24964	7.66175
2018-05-05 11:55:00	8630330696303482113	1.00000	8.87508	6.50973	12.29646	9.95683	15.43330	53.17721	68.97070	36.91434	48.45991	55.13405
2018-05-05 11:56:00	8630330696303481859	1.00000	10.88433	11.88316	14.78782	12.09043	11.15230	70.65165	60.19224	92.83484	88.12229	78.66463
2018-05-05 11:57:00	3590433799317661123	1.00000	10.19207	6.70090	7.98416	12.46374	15.31982	80.43088	20.72167	53.88555	45.40496	46.96551
2018-05-05 11:58:00	3590433799317661792	0.00000	14.09586	10.48284	16.06627	14.16780	13.53334	56.73504	43.97385	5.45197	76.39046	24.24054
2018-05-05 11:59:00	3590433799317661578	1.00000	9.66585	7.92000	10.90071	10.54135	11.12432	50.35358	31.72970	19.86416	31.70490	11.72905
2018-05-05 12:00:00	863033069630348578	1.00000	5.52225	9.78977	9.48078	15.07545	10.64757	44.80550	46.65293	22.15312	49.00893	87.30525
2018-05-05 12:01:00	3590433799317661693	1.00000	6.05327	10.13143	6.51835	13.77333	13.33576	47.05936	46.62608	36.50056	69.35414	93.61574
2018-05-05 12:02:00	863033069630348172	1.00000	9.57678	6.50315	7.84831	14.23921	13.63741	48.19326	42.39590	72.78593	8.66500	81.72098
2018-05-05 12:03:00	863033069630348834	0.00000	10.28588	13.18119	9.75421	6.95151	16.72297	44.34220	54.51465	84.51123	3.03734	51.88240
2018-05-05 12:04:00	863033069630348776	1.00000	7.12817	7.70897	10.53629	14.04794	14.73520	60.30716	50.27353	96.99458	58.93943	57.16068
2018-05-05 12:05:00	359043379931766304	1.00000	9.95515	6.83443	9.40849	13.92256	11.88529	56.64193	74.23801	20.94188	48.50060	67.05878
2018-05-05 12:06:00	3590433799317662246	1.00000	7.81075	9.66516	14.78599	7.97738	11.22518	54.57917	51.58554	33.94240	24.03517	42.76964
2018-05-05 12:07:00	8630330696303481750	1.00000	11.98944	7.18036	15.88827	14.48973	14.79354	58.10588	58.25858	24.91958	28.00463	83.99283
2018-05-05 12:08:00	3590433799317661800	1.00000	8.36421	7.16147	8.32915	12.99559	15.67331	64.95265	58.95172	63.21283	44.97339	70.90413
2018-05-05 12:09:00	359043379931766007	0.00000	10.34629	11.85808	11.12812	9.81332	11.92085	67.91330	49.80877	11.17094	88.48863	32.54378
2018-05-05 12:10:00	3590433799317661248	1.00000	8.27496	5.98350	10.48836	14.74984	7.69451	35.61576	56.15876	82.73755	66.71105	86.77569
2018-05-05 12:11:00	8630330696303481693	1.00000	12.21684	9.23009	14.62167	13.11133	15.55037	48.00371	70.56486	88.09170	34.62085	51.57982
2018-05-05 12:12:00	863033069630348461	0.00000	7.10097	18.38657	7.53954	6.56762	12.69870	66.42463	30.11928	71.19352	9.51816	46.44274
2018-05-05 12:13:00	8630330696303482345	0.00000	10.38993	13.12135	6.48646	9.56602	17.79998	50.73891	46.61763	24.62517	48.29828	10.72540
2018-05-05 12:14:00	8630330696303481826	1.00000	9.04047	11.45674	15.45202	8.41132	11.04177	49.34979	46.70092	36.78798	30.30208	1.68815
2018-05-05 12:15:00	8630330696303481446	1.00000	5.61295	10.73018	9.45780	14.80948	16.22843	31.66173	35.22708	15.19843	30.35672	93.30096
2018-05-05 12:16:00	3590433799317662410	0.00000	9.31247	12.62386	10.43494	10.16830	10.60097	54.85406	58.69300	65.95982	9.92313	74.44450
2018-05-05 12:17:00	3590433799317662410	1.00000	8.56930	10.41944	9.61534	12.22581	15.12695	64.60272	22.10249	48.45205	96.14174	49.75472
2018-05-05 12:18:00	359043379931766817	1.00000	9.83259	9.55630	7.65428	12.43437	14.07715	62.79347	62.06326	93.03108	47.33486	33.66295
2018-05-05 12:19:00	863033069630348966	0.00000	10.69240	11.55971	7.49709	7.67548	5.97446	57.21440	56.09512	67.78081	77.80550	50.20585
2018-05-05 12:20:00	359043379931766973	0.00000	12.06465	12.86996	8.37999	8.86180	8.51822	71.49003	60.39692	65.84693	60.70260	3.69465
2018-05-05 12:21:00	863033069630348222	0.00000	10.23872	13.28941	10.08057	8.60452	5.00194	50.79722	61.84660	56.60048	40.14401	95.45032
2018-05-05 12:22:00	359043379931766023	0.00000	13.66599	6.86814	9.91352	13.56406	10.43573	48.00585	44.37216	39.67847	54.35418	96.13499
2018-05-05 12:23:00	3590433799317662196	1.00000	15.96460	10.49053	14.52213	13.16290	12.49663	45.84422	38.11662	55.95510	38.36744	89.44123
2018-05-05 12:24:00	359043379931766114	0.00000	11.66057	13.25006	7.63471	7.96553	6.81503	66.34198	21.69045	14.43505	16.27811	76.45834
2018-05-05 12:25:00	359043379931766049	0.00000	14.82265	11.98695	10.39979	9.58900	11.78018	54.03097	73.22697	6.09303	92.41558	66.33900
2018-05-05 12:26:00	863033069630348958	1.00000	11.64447	5.58546	13.60028	12.10200	14.68722	61.27152	45.55667	60.38388	83.72406	86.50851
2018-05-05 12:27:00	3590433799317661958	1.00000	13.71363	6.78938	14.95617	13.25318	12.26525	68.77803	36.14394	8.49382	92.18335	27.00064
2018-05-05 12:28:00	8630330696303482139	1.00000	16.58661	9.59107	12.09420	14.96772	14.67000	58.73343	60.11431	44.00325	28.60384	36.83543
2018-05-05 12:29:00	863033069630348073	1.00000	7.48483	7.61576	11.40057	13.58124	9.87953	59.53873	32.67660	28.26655	8.18764	50.00108
2018-05-05 12:30:00	8630330696303481610	1.00000	10.74743	9.81861	15.61697	12.72968	13.65764	38.45136	34.38776	86.61431	60.82613	75.53264
2018-05-05 12:31:00	3590433799317662022	1.00000	8.57306	9.35271	8.19009	13.84030	12.89005	58.82495	42.81012	72.28435	71.93927	64.03022
2018-05-05 12:32:00	8630330696303481040	0.00000	6.61072	12.84054	10.64087	8.30771	8.66388	38.34832	66.30773	39.17535	55.52524	80.79002
2018-05-05 12:33:00	8630330696303481651	1.00000	8.90244	8.65029	9.97758	16.28101	14.14944	48.85962	53.88903	41.50920	51.97418	0.80261
2018-05-05 12:34:00	863033069630348073	1.00000	5.78981	10.15505	10.94081	10.85637	13.11436	70.14500	54.88727	45.98593	99.59445	79.39223
2018-05-05 12:35:00	863033069630348164	0.00000	10.90492	11.09021	11.55527	8.09080	11.11515	61.28613	28.40500	43.50986	46.47634	85.13913
2018-05-05 12:36:00	8630330696303482162	1.00000	10.00245	10.32181	17.67642	14.15536	16.08527	47.83522	37.62391	15.78506	83.77587	97.19114
2018-05-05 12:37:00	3590433799317661743	1.00000	11.32691	8.51210	13.84522	13.71318	14.03821	49.38623	75.73498	54.13595	23.14384	24.53524
2018-05-05 12:38:00	359043379931766544	1.00000	15.19497	5.20284	8.81418	11.11131	12.09405	52.39258	48.39674	78.52937	95.14361	39.05110
2018-05-05 12:39:00	863033069630348420	1.00000	7.89867	7.54517	6.17267	10.28634	14.33758	39.04947	37.78360	51.78188	8.09331	27.54653
2018-05-05 12:40:00	3590433799317662170	1.00000	10.21187	12.92676	6.00560	13.40896	15.96921	59.75761	43.73229	29.80262	67.03688	2.98983
2018-05-05 12:41:00	3590433799317661172	1.00000	9.46250	10.61643	6.74787	15.68540	14.91302	63.61031	53.96779	42.92469	6.20594	4.74897
2018-05-05 12:42:00	359043379931766106	1.00000	17.20582	9.85773	9.31305	13.04283	14.98916	80.41952	25.51604	60.04553	99.44682	73.22597
2018-05-05 12:43:00	8630330696303481289	1.00000	17.01404	10.97170	12.71836	13.92087	14.43279	58.87797	74.60080	40.91213	98.52567	64.75449
2018-05-05 12:44:00	8630330696303481990	1.00000	8.51086	7.55716	12.46385	12.63797	7.04673	57.74782	33.98615	12.12704	4.62634	13.22010
2018-05-05 12:45:00	8630330696303481271	1.00000	14.59292	13.32722	13.53917	18.11733	12.16798	46.47063	54.23534	15.63257	60.04294	70.52108
2018-05-05 12:46:00	863033069630348420	0.00000	13.88022	12.50693	6.84891	7.70617	8.14596	47.28759	41.77055	10.53973	64.44125	91.73911
2018-05-05 12:47:00	3590433799317661693	1.00000	8.42910	6.28434	8.78117	10.23617	12.14134	46.08983	56.61133	41.19569	20.00857	40.88319
2018-05-05 12:48:00	3590433799317661131	0.00000	12.82428	10.85784	15.54379	14.92146	12.08156	50.72089	40.07558	43.30459	26.98183	93.09041
2018-05-05 12:49:00	359043379931766130	1.00000	8.47193	7.96758	10.45797	12.35639	9.84068	60.44419	50.37980	35.75812	93.57058	66.91486
2018-05-05 12:50:00	863033069630348495	1.00000	7.92985	7.52067	8.03093	16.65583	11.73562	66.14037	51.12261	20.46210	60.58033	46.21033
2018-05-05 12:51:00	359043379931766734	1.00000	14.26880	10.55939	10.85826	13.30793	5.95855	36.59521	51.60226	76.29214	48.89110	72.28635
2018-05-05 12:52:00	3590433799317661263	1.00000	10.93494	7.11620	11.08373	11.42362	10.51771	43.38649	56.77878	90.53980	47.03887	93.37473
2018-05-05 12:53:00	863033069630348404	1.00000	14.58269	10.15305	12.55672	12.45085	10.93006	49.58106	47.79161	78.98430	8.98655	98.54243
2018-05-05 12:54:00	8630330696303481701	0.00000	14.33237	11.91426	8.32652	9.30741	9.22581	69.00417	53.20616	86.18158	20.86201	39.65785
2018-05-05 12:55:00	8630330696303482303	0.00000	11.05351	6.83401	13.28192	8.02384	11.77619	52.92650	59.02918	40.17465	49.78373	95.38566
2018-05-05 12:56:00	8630330696303481347	1.00000	7.08542	6.30072	7.62997	13.97933	14.94472	48.67716	61.06108	0.50908	92.69715	80.78742
2018-05-05 12:57:00	8630330696303482113	1.00000	15.15153	9.60654	9.48290	12.99435	11.31109	61.86969	35.10162	72.89493	16.11004	99.52729
2018-05-05 12:58:00	863033069630348636	0.00000	13.22017	12.08012	10.81152	8.41661	9.16154	47.26412	58.05411	33.30771	98.82161	16.55624
2018-05-05 12:59:00	863033069630348370	1.00000	10.50193	10.97597	9.37024	7.73105	16.39995	62.57668	70.31617	43.16800	18.63301	84.82396
2018-05-05 13:00:00	3590433799317661081	0.00000	11.68270	11.15764	13.11555	6.81555	11.89781	56.09272	38.77064	0.40152	61.85892	40.91638
2018-05-05 13:01:00	8630330696303481362	0.00000	11.49277	11.90835	8.91783	8.27671	8.86006	50.02427	72.11424	47.21420	23.08485	42.02147
2018-05-05 13:02:00	863033069630348693	0.00000	5.80595	9.59931	9.40470	12.48910	11.61098	65.57777	48.23664	97.93064	63.60344	50.70518
